,Lat,Lon,Cls,species_present,Alt
73056,27.54088020324707,-81.06255340576172,Cfa,73172,22.0
73057,28.8574275970459,-82.3701400756836,Cfa,73172,27.0
73059,27.136354446411133,-81.23949432373047,Cfa,73172,13.0
73060,30.001996994018555,-81.80455017089844,Cfa,73172,46.0
73062,28.243412017822266,-81.3614730834961,Cfa,73172,24.0
73064,30.921432495117188,-84.07145690917969,Cfa,73172,66.0
73065,30.88212203979492,-84.13947296142578,Cfa,73172,81.0
73067,27.03225898742676,-80.58191680908203,Cfa,73172,-1.0
73070,30.410011291503903,-84.2746353149414,Cfa,73172,32.0
73071,29.884864807128903,-82.61237335205078,Cfa,73172,22.0
73072,29.257444381713867,-81.88156127929688,Cfa,73172,25.0
73073,28.44517707824707,-80.81877899169922,Cfa,73172,8.0
73075,28.27326011657715,-81.39183807373047,Cfa,73172,15.0
73078,30.770002365112305,-84.77853393554688,Cfa,73172,24.0
73079,30.80150604248047,-82.2193603515625,Cfa,73172,36.0
73080,28.93364715576172,-82.25514221191406,Cfa,73172,29.0
73081,30.667211532592773,-82.0313720703125,Cfa,73172,24.0
73082,30.086706161499023,-85.1046142578125,Cfa,73172,19.0
73084,28.094009399414062,-82.02104949951172,Cfa,73172,49.0
73085,28.69143486022949,-81.51324462890625,Cfa,73172,48.0
73086,29.55604553222656,-82.11250305175781,Cfa,73172,26.0
73090,29.480396270751957,-82.03052520751953,Cfa,73172,38.0
73091,26.86287498474121,-81.76869201660156,Cfa,73172,14.0
73093,29.38530158996582,-81.70197296142578,Cfa,73172,33.0
73098,28.42424774169922,-81.0427474975586,Cfa,73172,23.0
73099,29.926626205444336,-82.67522430419922,Cfa,73172,25.0
73100,26.70285415649414,-81.6401138305664,Cfa,73172,9.0
73101,27.964330673217773,-80.59042358398438,Cfa,73172,10.0
73102,29.55918312072754,-82.37589263916016,Cfa,73172,19.0
73104,28.54669952392578,-81.18115997314453,Cfa,73172,22.0
73105,29.519222259521484,-82.0023193359375,Cfa,73172,29.0
73106,29.54290199279785,-82.02515411376953,Cfa,73172,42.0
73107,28.592187881469727,-81.00978088378906,Cfa,73172,17.0
73108,29.467988967895508,-82.16043090820312,Cfa,73172,24.0
73109,28.485618591308597,-81.02186584472656,Cfa,73172,19.0
73111,30.653244018554688,-82.16055297851562,Cfa,73172,39.0
73115,29.21763610839844,-81.73509216308594,Cfa,73172,26.0
73118,30.15325927734375,-84.65380859375,Cfa,73172,25.0
73119,28.25105857849121,-81.06379699707031,Cfa,73172,26.0
73120,28.048059463500977,-80.95533752441406,Cfa,73172,22.0
73123,27.835485458374023,-81.0596923828125,Cfa,73172,21.0
73126,28.3555965423584,-81.38088989257812,Cfa,73172,31.0
73127,27.6878604888916,-82.27467346191406,Cfa,73172,21.0
73129,27.053476333618164,-80.11840057373047,Cfa,73172,0.0
73131,29.51768112182617,-82.65835571289062,Cfa,73172,18.0
73136,27.43218040466309,-81.11404418945312,Cfa,73172,20.0
73138,30.478191375732425,-84.3996810913086,Cfa,73172,36.0
75145,26.859397888183597,-82.22029876708984,Cfa,19975,2.0
75172,26.859397888183597,-82.22029876708984,Cfa,19975,2.0
75193,25.94120979309082,-81.71842193603516,Aw,19975,6.0
75249,26.033599853515625,-80.27367401123047,Am,19975,7.0
75319,26.124155044555664,-80.26896667480469,Am,19975,5.0
75350,25.501989364624023,-80.54463195800781,Aw,19975,6.0
75369,26.10320854187012,-80.34398651123047,Am,19975,7.0
75376,27.19362068176269,-82.1715087890625,Cfa,19975,11.0
75386,26.68632125854492,-82.02177429199219,Cfa,19975,3.0
75421,25.935121536254883,-81.73306274414062,Aw,19975,0.0
75447,26.06503677368164,-80.34461975097656,Am,19975,9.0
75455,26.033185958862305,-80.27259063720703,Am,19975,8.0
75456,28.346567153930664,-82.49568176269531,Cfa,19975,32.0
75458,25.501989364624023,-80.54463195800781,Aw,19975,6.0
75501,26.08745574951172,-80.31302642822266,Am,19975,5.0
75517,25.501989364624023,-80.54463195800781,Aw,19975,6.0
75520,25.861215591430664,-81.74592590332031,Aw,19975,0.0
75530,26.70189476013184,-82.00028991699219,Cfa,19975,5.0
75558,26.647605895996094,-81.99602508544922,Cfa,19975,8.0
75560,28.45296669006348,-81.7030029296875,Cfa,19975,51.0
75575,26.068965911865234,-80.34432220458984,Am,19975,18.0
75581,25.93475341796875,-81.6975326538086,Aw,19975,7.0
75583,25.952449798583984,-81.74298095703125,Aw,19975,7.0
75592,25.95231437683105,-81.7398910522461,Aw,19975,4.0
75602,26.60065460205078,-81.9549331665039,Cfa,19975,5.0
75616,26.37498664855957,-80.10106658935547,Am,19975,9.0
75650,27.771217346191406,-82.3134765625,Cfa,19975,31.0
75659,27.798603057861328,-81.58515930175781,Cfa,19975,33.0
75678,26.034595489501957,-80.27050018310547,Am,19975,7.0
75694,26.622522354125977,-81.93130493164062,Cfa,19975,5.0
75719,26.628040313720703,-81.99678039550781,Cfa,19975,6.0
75725,26.135251998901367,-80.34967041015625,Am,19975,11.0
75726,25.88640594482422,-81.60625457763672,Aw,19975,0.0
75753,26.016193389892575,-80.27574920654297,Am,19975,10.0
75757,26.04117584228516,-80.39118194580078,Am,19975,6.0
75758,25.93606376647949,-81.69451904296875,Aw,19975,8.0
75766,26.01085090637207,-80.27384185791016,Am,19975,7.0
75796,26.606409072875977,-81.94247436523438,Cfa,19975,5.0
75797,26.01104736328125,-80.27314758300781,Am,19975,7.0
75804,25.96747589111328,-81.64887237548828,Aw,19975,5.0
75828,26.58366203308105,-81.82704162597656,Cfa,19975,15.0
75829,26.010757446289062,-80.27397918701172,Am,19975,7.0
75832,26.330907821655277,-80.02496337890625,Am,19975,0.0
75849,26.562854766845703,-81.94953155517578,Cfa,19975,4.0
75881,26.55267143249512,-82.00779724121094,Cfa,19975,3.0
75908,25.501649856567383,-80.54817962646484,Aw,19975,5.0
75910,25.500871658325195,-80.55391693115234,Aw,19975,5.0
75912,26.12333297729492,-80.27083587646484,Am,19975,6.0
75921,26.59819984436035,-81.97501373291016,Cfa,19975,3.0
75950,26.0306396484375,-80.27145385742188,Am,19975,8.0
75955,26.004507064819336,-80.23271942138672,Am,19975,8.0
75958,24.629358291625977,-82.87271118164062,Aw,19975,1.0
75965,31.126598358154297,-84.86205291748047,Cfa,19975,61.0
76026,25.919639587402344,-81.72573852539062,Aw,19975,8.0
76034,26.219438552856445,-81.8199462890625,Aw,19975,0.0
76048,29.56327247619629,-82.60607147216797,Cfa,19975,27.0
76052,26.07113265991211,-80.27546691894531,Am,19975,9.0
76056,25.913219451904297,-81.72256469726562,Aw,19975,7.0
76060,26.735015869140625,-82.11624908447266,Cfa,19975,0.0
76067,26.859397888183597,-82.22029876708984,Cfa,19975,2.0
76152,26.220703125,-81.63626861572266,Aw,19975,12.0
76170,25.501989364624023,-80.54463195800781,Aw,19975,6.0
76182,26.03264617919922,-80.23351287841797,Am,19975,10.0
76188,29.13265991210937,-82.06246948242188,Cfa,19975,24.0
76212,26.58118438720703,-81.99598693847656,Cfa,19975,6.0
76246,26.124387741088867,-80.27001190185547,Am,19975,5.0
76250,26.623815536499023,-81.99851989746094,Cfa,19975,8.0
76259,25.9379940032959,-81.73338317871094,Aw,19975,27.0
76312,25.96796989440918,-81.74573516845703,Aw,19975,0.0
76364,26.133865356445312,-80.31999969482422,Am,19975,6.0
76393,25.939741134643555,-81.70753479003906,Aw,19975,5.0
76402,24.814008712768555,-80.81787109375,Aw,19975,7.0
76411,26.030736923217773,-80.27001953125,Am,19975,9.0
76418,26.859397888183597,-82.22029876708984,Cfa,19975,2.0
76423,27.66482734680176,-81.51575469970703,Cfa,19975,31.0
76429,26.631147384643555,-81.9577865600586,Cfa,19975,3.0
76430,26.07210922241211,-80.26690673828125,Am,19975,5.0
76446,27.19362068176269,-82.1715087890625,Cfa,19975,11.0
76484,26.157066345214844,-80.24542236328125,Am,19975,6.0
76485,26.90202522277832,-82.07534790039062,Cfa,19975,3.0
76491,26.012147903442383,-80.27513885498047,Am,19975,9.0
76492,25.941316604614254,-81.70379638671875,Aw,19975,7.0
76514,26.014463424682617,-80.2738265991211,Am,19975,7.0
76515,26.01240539550781,-81.62063598632812,Aw,19975,5.0
76558,25.914926528930664,-81.72620391845703,Aw,19975,9.0
76559,26.054771423339844,-80.25292205810547,Am,19975,5.0
76575,26.37498664855957,-80.10106658935547,Am,19975,9.0
76576,25.939741134643555,-81.70753479003906,Aw,19975,5.0
76578,25.50086975097656,-80.55347442626953,Aw,19975,5.0
76603,26.03323745727539,-80.27254486083984,Am,19975,8.0
76608,26.011743545532227,-80.27870178222656,Am,19975,9.0
76637,26.033416748046875,-80.27104949951172,Am,19975,8.0
76645,26.37498664855957,-80.10106658935547,Am,19975,9.0
76687,26.19791412353516,-80.18389129638672,Am,19975,3.0
76748,26.11891746520996,-80.44574737548828,Am,19975,4.0
76763,26.00480842590332,-80.2331771850586,Am,19975,8.0
76771,26.14102935791016,-80.19779205322266,Am,19975,7.0
76779,25.95172500610352,-80.19195556640625,Am,19975,10.0
76788,26.03400993347168,-80.27053833007812,Am,19975,7.0
76799,26.624452590942383,-81.70411682128906,Cfa,19975,11.0
76821,25.501989364624023,-80.54463195800781,Aw,19975,6.0
76822,26.0162296295166,-80.27566528320312,Am,19975,10.0
76848,26.37498664855957,-80.10106658935547,Am,19975,9.0
76888,26.859397888183597,-82.22029876708984,Cfa,19975,2.0
76892,26.03326797485352,-80.27149200439453,Am,19975,8.0
76901,25.931751251220703,-81.71156311035156,Aw,19975,7.0
76905,26.59891700744629,-81.99803161621094,Cfa,19975,6.0
76907,26.69882583618164,-82.01988983154297,Cfa,19975,4.0
76915,25.65032958984375,-80.43147277832031,Am,19975,9.0
76916,26.033185958862305,-80.27256774902344,Am,19975,8.0
76944,26.595571517944336,-81.98189544677734,Cfa,19975,4.0
76949,26.177661895751957,-80.25888061523438,Am,19975,6.0
76951,26.0306396484375,-80.27145385742188,Am,19975,8.0
77006,26.08437728881836,-80.24171447753906,Am,19975,5.0
77024,26.54729652404785,-81.90667724609375,Cfa,19975,4.0
77031,30.50703430175781,-86.4257583618164,Cfa,19975,0.0
77052,25.952377319335938,-81.73960876464844,Aw,19975,4.0
77055,27.583858489990234,-81.06364440917969,Cfa,19975,17.0
77065,25.93751335144043,-81.71769714355469,Aw,19975,4.0
77068,26.00434112548828,-80.26435852050781,Am,19975,9.0
77070,26.62896156311035,-82.00343322753906,Cfa,19975,5.0
77107,26.56285285949707,-81.94953155517578,Cfa,19975,4.0
77108,26.616254806518555,-81.98031616210938,Cfa,19975,3.0
77130,25.91997337341309,-81.76871490478516,Aw,19975,0.0
77139,31.18337059020996,-84.46697998046875,Cfa,24266,51.0
77141,30.3215389251709,-84.39884948730469,Cfa,24266,33.0
77143,30.233064651489254,-84.34010314941406,Cfa,24266,12.0
77144,30.0421142578125,-85.1316146850586,Cfa,24266,19.0
77146,30.54802703857422,-86.67181396484375,Cfa,24266,45.0
77147,30.532865524291992,-86.63228607177734,Cfa,24266,47.0
77149,30.1258602142334,-84.7357177734375,Cfa,24266,20.0
77152,30.017902374267575,-85.145263671875,Cfa,24266,9.0
77153,29.416160583496094,-82.32164764404297,Cfa,24266,30.0
77154,30.216283798217773,-84.35962677001953,Cfa,24266,14.0
77157,30.235240936279297,-84.39457702636719,Cfa,24266,23.0
77161,30.60586929321289,-86.98053741455078,Cfa,24266,22.0
77163,30.378562927246094,-84.22063446044922,Cfa,24266,22.0
77165,30.04644012451172,-85.04878997802734,Cfa,24266,16.0
77167,30.223159790039062,-84.2091293334961,Cfa,24266,8.0
77169,30.370607376098636,-84.38007354736328,Cfa,24266,30.0
77171,30.168176651000977,-84.50534057617188,Cfa,24266,18.0
77172,30.25431632995605,-84.38951873779297,Cfa,24266,23.0
77173,30.09421157836914,-85.1365966796875,Cfa,24266,20.0
77174,30.215824127197266,-84.29203796386719,Cfa,24266,15.0
77175,30.115629196166992,-85.01775360107422,Cfa,24266,15.0
77177,30.04957771301269,-84.5857162475586,Cfa,24266,15.0
77178,29.816280364990234,-82.9439468383789,Cfa,24266,10.0
77181,30.293537139892575,-84.2614517211914,Cfa,24266,19.0
77182,30.230417251586918,-84.23865509033203,Cfa,24266,14.0
77183,30.510684967041016,-86.60134887695312,Cfa,24266,30.0
77186,30.58736991882324,-84.03408813476562,Cfa,24266,67.0
77187,30.39192008972168,-84.38288879394531,Cfa,24266,39.0
77190,30.367191314697266,-84.39434051513672,Cfa,24266,38.0
77191,30.07423591613769,-84.50289916992188,Cfa,24266,23.0
80160,27.77899742126465,-80.4720458984375,Cfa,12024,13.0
80164,25.77110290527344,-80.35631561279297,Am,12024,8.0
80165,26.94941520690918,-82.33161163330078,Cfa,12024,3.0
80170,25.38814353942871,-80.66595458984375,Aw,12024,6.0
80173,28.22686004638672,-80.76371765136719,Cfa,12024,5.0
80187,29.642658233642575,-82.32372283935547,Cfa,12024,32.0
80197,25.422100067138672,-80.55956268310547,Aw,12024,5.0
80203,27.8208065032959,-82.35316467285156,Cfa,12024,11.0
80204,26.938312530517575,-82.05245971679688,Cfa,12024,5.0
80207,25.55983161926269,-80.34693908691406,Am,12024,8.0
80216,29.11617660522461,-82.40765380859375,Cfa,12024,20.0
80217,28.65916633605957,-80.85820770263672,Cfa,12024,7.0
80222,25.40338706970215,-80.60917663574219,Aw,12024,5.0
80226,25.78013610839844,-80.32303619384766,Am,12024,8.0
80233,25.83951759338379,-80.405029296875,Am,12024,9.0
80239,28.506959915161133,-81.07161712646484,Cfa,12024,23.0
80245,28.551532745361328,-81.33192443847656,Cfa,12024,37.0
80257,26.667829513549805,-82.15225219726562,Cfa,12024,7.0
80274,27.66337013244629,-81.27500915527344,Cfa,12024,48.0
80277,30.411842346191406,-87.20414733886719,Cfa,12024,7.0
80286,26.135555267333984,-80.35941314697266,Am,12024,6.0
80299,27.59009552001953,-82.5284194946289,Cfa,12024,7.0
80305,26.22214126586914,-81.65198516845703,Aw,12024,6.0
80306,27.327789306640625,-82.43375396728516,Cfa,12024,5.0
80307,25.58089828491211,-80.42945861816406,Am,12024,8.0
80319,26.49899101257324,-80.21488952636719,Am,12024,9.0
80322,25.40406036376953,-80.55857849121094,Aw,12024,5.0
80341,25.86823081970215,-81.15400695800781,Aw,12024,5.0
80344,27.935535430908203,-82.83959197998047,Cfa,12024,0.0
80345,28.703767776489254,-82.47080993652344,Cfa,12024,25.0
80350,26.25452423095703,-80.2977066040039,Am,12024,6.0
80351,27.61729049682617,-82.7265396118164,Cfa,12024,4.0
80357,25.83988571166992,-80.23676300048828,Am,12024,9.0
80358,28.6007137298584,-81.3061294555664,Cfa,12024,30.0
80366,27.937280654907227,-81.22603607177734,Cfa,12024,17.0
80381,26.8892879486084,-82.01502990722656,Cfa,12024,3.0
80384,25.365503311157227,-80.81906127929688,Aw,12024,2.0
80393,28.50679588317871,-81.07177734375,Cfa,12024,23.0
80402,27.17402648925781,-82.4629898071289,Cfa,12024,10.0
80404,25.466833114624023,-80.45443725585938,Aw,12024,8.0
80406,26.63010025024414,-80.30746459960938,Af,12024,8.0
80420,26.548322677612305,-81.95606231689453,Cfa,12024,3.0
80434,25.39373588562012,-80.56595611572266,Aw,12024,4.0
80441,27.791683197021484,-80.50273132324219,Cfa,12024,9.0
80442,26.857290267944336,-81.94026947021484,Cfa,12024,9.0
80443,25.96630477905273,-81.72762298583984,Aw,12024,5.0
80456,27.04827308654785,-82.35724639892578,Cfa,12024,3.0
80460,31.188291549682617,-83.76329803466797,Cfa,12024,97.0
80473,27.32552146911621,-82.4337387084961,Cfa,12024,3.0
80493,26.859397888183597,-82.22029876708984,Cfa,12024,2.0
80506,27.447509765625,-82.6201400756836,Cfa,12024,7.0
80512,25.34791374206543,-80.52476501464844,Aw,12024,5.0
80518,27.002243041992188,-80.10608673095703,Cfa,12024,6.0
80530,26.069095611572266,-80.33981323242188,Am,12024,2.0
80544,27.96174430847168,-82.34512329101562,Cfa,12024,15.0
80555,30.31924819946289,-87.27985382080078,Cfa,12024,4.0
80571,28.692333221435547,-80.71481323242188,Cfa,12024,3.0
80572,27.001039505004883,-82.03145599365234,Cfa,12024,0.0
80575,25.906230926513672,-80.28582000732422,Am,12024,7.0
80586,27.076570510864254,-82.43379211425781,Cfa,12024,7.0
80598,27.93624687194824,-82.2919692993164,Cfa,12024,21.0
80600,30.323755264282227,-87.27691650390625,Cfa,12024,11.0
80609,27.857105255126957,-81.35676574707031,Cfa,12024,22.0
80616,28.610036849975582,-80.71543884277344,Cfa,12024,1.0
80632,25.737211227416992,-80.32010650634766,Am,12024,10.0
80633,27.500429153442383,-82.56482696533203,Cfa,12024,0.0
80649,29.06987762451172,-80.91156005859375,Cfa,12024,4.0
80654,27.452608108520508,-81.34938049316406,Cfa,12024,20.0
80678,27.784400939941406,-82.66253662109375,Cfa,12024,10.0
80690,25.83029556274414,-80.36360168457031,Am,12024,11.0
80723,28.36039924621582,-81.21158599853516,Cfa,12024,27.0
80725,28.52431869506836,-80.6472396850586,Cfa,12024,9.0
80742,26.478782653808597,-80.14627838134766,Am,12024,7.0
80746,25.35077667236328,-80.52555084228516,Aw,12024,4.0
80752,27.808856964111328,-80.46379852294922,Cfa,12024,8.0
80754,25.495086669921875,-80.46720886230469,Aw,12024,9.0
80758,27.68752098083496,-82.4807357788086,Cfa,12024,4.0
80768,27.327789306640625,-82.43375396728516,Cfa,12024,5.0
80788,25.586082458496094,-80.3736343383789,Am,12024,7.0
80792,25.394550323486328,-80.56205749511719,Aw,12024,4.0
80795,28.40585327148437,-80.63481903076172,Cfa,12024,4.0
80800,25.826961517333984,-80.43576049804688,Am,12024,7.0
80803,28.619354248046875,-80.85070037841797,Cfa,12024,14.0
80805,28.677978515625,-81.55316162109375,Cfa,12024,34.0
80821,26.1053466796875,-81.77539825439453,Aw,12024,8.0
80843,25.389253616333008,-80.68934631347656,Aw,12024,8.0
80848,30.21803474426269,-81.67371368408203,Cfa,12024,0.0
80869,25.464887619018555,-80.3349609375,Aw,12024,0.0
80879,28.722902297973636,-80.74030303955078,Cfa,12024,4.0
80882,26.401296615600582,-81.80299377441406,Aw,12024,9.0
80884,30.14767074584961,-81.7585678100586,Cfa,12024,19.0
80886,25.638893127441406,-80.37677764892578,Am,12024,6.0
80890,27.956552505493164,-81.19529724121094,Cfa,12024,21.0
80894,27.80942916870117,-81.33384704589844,Cfa,12024,36.0
80903,27.960622787475582,-81.19334411621094,Cfa,12024,21.0
80940,27.195098876953125,-82.44243621826172,Cfa,12024,5.0
80956,27.807666778564453,-80.46346282958984,Cfa,12024,7.0
80968,26.1769962310791,-80.14160919189453,Am,12024,6.0
81033,27.642906188964844,-82.74102020263672,Cfa,12024,8.0
81047,26.13337135314941,-80.36068725585938,Am,12024,5.0
81048,26.374828338623047,-81.76199340820312,Aw,12024,8.0
81052,27.769262313842773,-82.76898956298828,Cfa,12024,4.0
81071,27.98908805847168,-81.178955078125,Cfa,12024,21.0
81080,26.584285736083984,-81.75115966796875,Cfa,12024,10.0
81082,27.07111167907715,-82.44805908203125,Cfa,12024,5.0
81084,25.767807006835938,-80.29469299316406,Am,12024,9.0
81090,29.68639373779297,-82.27928161621094,Cfa,12024,41.0
81095,26.497581481933597,-80.21630859375,Am,12024,6.0
81099,27.728662490844727,-82.79867553710938,Cfa,12024,0.0
81124,27.69606590270996,-82.37837219238281,Cfa,12024,15.0
81135,26.99960327148437,-80.10713195800781,Af,12024,8.0
81149,25.405500411987305,-80.6135025024414,Aw,12024,6.0
81151,27.68090057373047,-81.54069519042969,Cfa,12024,37.0
81172,26.0029296875,-80.24678802490234,Am,12024,4.0
81177,27.72076988220215,-82.4638900756836,Cfa,12024,7.0
81178,29.21163749694824,-82.1580810546875,Cfa,12024,24.0
81197,27.95654296875,-82.83177185058594,Cfa,12024,1.0
81212,26.43255424499512,-80.89881134033203,Am,12024,8.0
81215,25.72272682189941,-80.34107208251953,Am,12024,10.0
81219,26.608041763305664,-81.92510223388672,Cfa,12024,4.0
81222,25.76961898803711,-80.36331939697266,Am,12024,8.0
81231,26.545867919921875,-81.92552947998047,Cfa,12024,4.0
81266,29.63556289672852,-82.3653335571289,Cfa,12024,24.0
81270,27.81799697875977,-82.23023986816406,Cfa,12024,29.0
81272,25.779470443725582,-80.32251739501953,Am,12024,11.0
81305,28.642683029174805,-80.82061004638672,Cfa,12024,7.0
81308,26.379926681518555,-80.1009750366211,Am,12024,4.0
81323,25.463775634765625,-80.43221282958984,Aw,12024,2.0
81327,25.8304443359375,-80.36764526367188,Am,12024,12.0
81340,27.319908142089844,-82.43704223632812,Cfa,12024,6.0
81346,26.49899101257324,-80.21488952636719,Am,12024,9.0
81358,27.78595924377441,-80.52835845947266,Cfa,12024,8.0
81367,30.40697479248047,-81.81253814697266,Cfa,12024,18.0
81368,26.869075775146484,-82.21853637695312,Cfa,12024,2.0
81373,27.660234451293945,-80.40460968017578,Cfa,12024,11.0
81384,28.399635314941406,-80.66426086425781,Cfa,12024,1.0
81385,27.325958251953125,-82.43310546875,Cfa,12024,9.0
81401,25.660436630249023,-80.47870635986328,Am,12024,6.0
81407,25.392614364624023,-80.58026123046875,Aw,12024,6.0
81408,27.319486618041992,-82.43710327148438,Cfa,12024,6.0
81424,27.849411010742188,-82.35424041748047,Cfa,12024,8.0
81428,26.603708267211918,-80.32304382324219,Af,12024,7.0
81438,29.637788772583008,-82.36389923095703,Cfa,12024,24.0
81441,27.769193649291992,-82.76898956298828,Cfa,12024,4.0
81452,28.5108585357666,-81.07022857666016,Cfa,12024,25.0
81453,28.679903030395508,-80.75898742675781,Cfa,12024,3.0
81455,27.053150177001957,-82.15201568603516,Cfa,12024,12.0
81462,25.88868522644043,-80.27461242675781,Am,12024,7.0
81467,25.418107986450195,-80.7284927368164,Aw,12024,5.0
81487,26.968645095825195,-81.83943939208984,Cfa,12024,10.0
81496,26.91022300720215,-82.2638931274414,Cfa,12024,7.0
81511,26.859397888183597,-82.22029876708984,Cfa,12024,2.0
81519,27.94799041748047,-81.20018768310547,Cfa,12024,21.0
81532,26.438100814819336,-81.80680084228516,Aw,12024,6.0
81540,25.896333694458008,-81.28645324707031,Aw,12024,4.0
81543,25.84145164489746,-80.39070892333984,Am,12024,16.0
81562,25.754150390625,-80.49784088134766,Am,12024,6.0
81563,27.243934631347656,-80.82978057861328,Cfa,12024,13.0
81570,27.67716217041016,-82.26934051513672,Cfa,12024,15.0
81572,26.64728546142578,-81.69087219238281,Cfa,12024,16.0
81577,27.72076988220215,-82.4638900756836,Cfa,12024,7.0
81584,27.648754119873047,-80.36713409423828,Cfa,12024,3.0
81591,27.74254035949707,-82.43427276611328,Cfa,12024,6.0
81601,25.399242401123047,-80.562744140625,Aw,12024,5.0
81606,27.47431182861328,-81.47342681884766,Cfa,12024,36.0
81610,27.32767677307129,-80.3999252319336,Cfa,12024,14.0
81621,27.839244842529297,-82.36498260498047,Cfa,12024,7.0
81625,28.22686004638672,-80.76371765136719,Cfa,12024,5.0
81626,27.75774955749512,-80.51547241210938,Cfa,12024,14.0
81641,25.75823211669922,-80.34368133544922,Am,12024,9.0
81651,26.15157890319824,-81.67505645751953,Aw,12024,12.0
81658,26.857290267944336,-81.94026947021484,Cfa,12024,9.0
81664,29.64461708068848,-82.32330322265625,Cfa,12024,34.0
81665,25.777996063232425,-80.30045318603516,Am,12024,8.0
81667,29.21084976196289,-81.04390716552734,Cfa,12024,5.0
81683,26.859397888183597,-82.22029876708984,Cfa,12024,2.0
81693,26.491676330566406,-81.92948913574219,Aw,12024,7.0
81721,29.692094802856445,-82.28355407714844,Cfa,12024,45.0
81736,26.86693954467773,-82.21916198730469,Cfa,12024,2.0
81738,28.22686004638672,-80.76371765136719,Cfa,12024,5.0
81743,28.54153823852539,-81.31697082519531,Cfa,12024,42.0
81744,26.128034591674805,-80.3624496459961,Am,12024,19.0
81752,29.046550750732425,-80.9543228149414,Cfa,12024,2.0
81756,26.57471466064453,-81.98368072509766,Cfa,12024,4.0
81779,26.380475997924805,-80.14461517333984,Am,12024,7.0
81780,26.92316055297852,-82.35810852050781,Cfa,12024,2.0
81781,27.971996307373047,-81.18722534179688,Cfa,12024,21.0
81785,28.63771629333496,-80.82057189941406,Cfa,12024,9.0
81803,26.608285903930664,-81.9897232055664,Cfa,12024,6.0
81822,26.8565673828125,-81.96270751953125,Cfa,12024,10.0
81832,26.47926139831543,-81.78360748291016,Aw,12024,11.0
81842,25.770835876464844,-80.35530090332031,Am,12024,10.0
81854,26.641590118408203,-80.30744171142578,Af,12024,9.0
81855,25.973989486694336,-80.24955749511719,Am,12024,6.0
81857,26.141756057739254,-80.19429016113281,Am,12024,6.0
81858,27.843141555786133,-82.215087890625,Cfa,12024,32.0
81885,25.919065475463867,-81.72295379638672,Aw,12024,6.0
81893,28.432069778442383,-80.71388244628906,Cfa,12024,5.0
81897,29.69879722595215,-82.26721954345703,Cfa,12024,37.0
81911,26.423940658569336,-80.22432708740234,Am,12024,8.0
81915,25.75614356994629,-80.3224868774414,Am,12024,10.0
81925,28.63737297058105,-80.82210540771484,Cfa,12024,7.0
81928,27.92609024047852,-81.2237777709961,Cfa,12024,17.0
81930,27.3259391784668,-82.438232421875,Cfa,12024,9.0
81936,30.320615768432617,-81.67121124267578,Cfa,12024,7.0
81945,25.720277786254883,-80.35669708251953,Am,12024,10.0
81952,25.841541290283203,-80.33736419677734,Am,12024,7.0
81954,28.22686004638672,-80.76371765136719,Cfa,12024,5.0
81980,27.85337829589844,-80.54547119140625,Cfa,12024,9.0
81991,25.403898239135746,-80.50829315185547,Aw,12024,7.0
81999,26.632986068725582,-80.31193542480469,Af,12024,11.0
82000,27.76464080810547,-82.766845703125,Cfa,12024,5.0
82001,27.66482734680176,-81.51575469970703,Cfa,12024,31.0
82014,27.95057678222656,-82.54389953613281,Cfa,12024,6.0
82028,28.623680114746094,-80.79362487792969,Cfa,12024,0.0
82035,26.07464027404785,-81.71458435058594,Aw,12024,6.0
82047,27.769193649291992,-82.76898956298828,Cfa,12024,4.0
82079,27.32934188842773,-82.43331909179688,Cfa,12024,12.0
82105,26.10690689086914,-81.7706069946289,Aw,12024,7.0
82111,26.963844299316406,-80.31072998046875,Af,12024,10.0
82115,28.618125915527344,-80.79045104980469,Cfa,12024,0.0
82117,29.127641677856445,-82.4091796875,Cfa,12024,21.0
82119,28.5,-81.58999633789062,Cfa,12024,37.0
82121,28.088815689086918,-81.9687271118164,Cfa,12024,60.0
82136,26.59739875793457,-80.18043518066406,Af,12024,10.0
82140,27.810266494750977,-80.51581573486328,Cfa,12024,9.0
102295,26.44648742675781,-81.84159088134766,Aw,64985,8.0
102296,30.12558364868164,-84.69418334960938,Cfa,64985,31.0
102297,28.30233383178711,-82.05349731445312,Cfa,64985,39.0
102298,26.870227813720703,-82.30193328857422,Cfa,64985,5.0
102299,27.48228454589844,-82.3442611694336,Cfa,64985,22.0
102301,28.5,-80.98483276367188,Cfa,64985,12.0
102302,29.371335983276367,-83.0494613647461,Cfa,64985,18.0
102303,30.02048110961914,-81.39990997314453,Cfa,64985,16.0
102304,28.594425201416016,-80.87724304199219,Cfa,64985,13.0
102305,27.69095039367676,-81.55917358398438,Cfa,64985,36.0
102307,26.49811363220215,-81.75187683105469,Aw,64985,14.0
102308,28.50981712341309,-80.97990417480469,Cfa,64985,13.0
102309,27.943603515625,-81.3706283569336,Cfa,64985,15.0
102310,30.13576889038086,-84.1197509765625,Cfa,64985,10.0
102311,29.56977081298828,-82.20353698730469,Cfa,64985,41.0
102312,28.022052764892575,-82.63798522949219,Cfa,64985,7.0
102313,26.337575912475582,-81.55299377441406,Aw,64985,16.0
102314,28.28480529785156,-82.03925323486328,Cfa,64985,37.0
102317,25.93655204772949,-81.10503387451172,Aw,64985,5.0
